,$\overline{DC_{5}}$,"('$DC_{5}$', 'IEEE33', 'PM')","('$DC_{5}$', 'IEEE69', 'Meta')","('$DC_{5}$', 'SA', 'PM')","('$DC_{5}$', 'CA141', 'Meta')"
0,1.2316682392947755,0.8432259158206752,0.9006757847587515,1.406213546648458,0.8651798526318072
1,1.3212498164403008,0.8839710463632977,1.406213546648458,1.406213546648458,0.9122376790380874
2,1.337140599301745,1.034899873726206,1.295927660137635,1.406213546648458,1.0717401001820708
3,1.2813146260540251,1.406213546648458,1.406213546648458,1.406213546648458,0.9905322431362357
4,1.1090043439203476,1.349375595869571,1.3743416726948838,1.406213546648458,1.213468967387853
5,0.8627899283150544,1.127579195629786,1.1499980021712999,1.3277742772637,0.9465601721651433
6,0.6711402928732747,0.9036278857260157,0.8633815456360902,1.061776835899726,0.8444962387966722
7,0.5590327529414678,0.760021479921183,0.726960074155659,0.8707174324547207,0.7330640827337191
8,0.4980541383324602,0.6727635440670993,0.6419978946964979,0.7536865201370228,0.5911603833221237
9,0.4608358331336578,0.6132082970552154,0.5585900082176645,0.6737813163773546,0.5344454640327085
10,0.44805691989366375,0.5933353903233104,0.6421314619356221,0.666239710674821,0.6529153736224781
11,0.46074343953408675,0.6143554021214042,0.5376701705833523,0.7982564509624559,0.5525035066958762
12,0.5082323061077967,0.7219494188257485,0.6419186606539479,0.8688837162209441,0.6788820865322177
13,0.5857762107920138,0.8369001972184689,0.8730862836357423,0.9857106098232776,0.8110982920642554
14,0.6855419562054348,0.9389966844438737,0.9510773703575491,1.090311187338888,0.8849557831048734
15,0.7761209679510361,1.027324981195331,1.073154516150824,1.154572611084069,0.7863665008562654
16,0.8694250489957475,1.110314504940441,1.1675833803008902,1.220252784160633,0.9312764970281613
17,0.9848683380582971,1.225894064954312,0.6939612441812523,1.406213546648458,0.7559574766563212
18,1.0735074885732592,1.317937460658891,1.1796416622113484,1.406213546648458,1.2239211475873388
19,1.0816547936597316,1.305144156349993,0.7247780970907378,1.406213546648458,0.7251024285116202
20,1.0653772141615596,1.282684455661597,1.1478375131486014,1.406213546648458,1.2924621045041975
21,1.043828825326189,1.27123869180071,1.3152621572287186,1.406213546648458,0.7250077720797105
22,1.035813487972409,1.256645091287327,1.274966308892078,1.406213546648458,1.214121556564417
23,1.1116485249132215,1.346786447451241,0.9055028179795149,1.406213546648458,1.2571878393041906
